#doc name topic proportion ...
0	13.html.txt	2	0.4869632658810585	0	0.4127145784097581	1	0.1003221557091834
1	12.html.txt	1	0.999637324726147	2	1.892774877946951E-4	0	1.733977860582634E-4
2	Four_men_go_before_Hungarian_court_after_71_found_dead_in_lorry$AAA$.html.txt	1	0.8815779933010425	2	0.1183024703415533	0	1.1953635740415597E-4
3	64.html.txt	2	0.47677472170120094	0	0.47528639654567995	1	0.047938881753119014
4	65.html.txt	1	0.7402549999877193	0	0.25963829463835497	2	1.067053739257813E-4
5	British_sailor_resumes_around-the-world_voyage_after_stop_in_Hawaii$AAA$.html.txt	0	0.5239897087462021	1	0.4758228498207027	2	1.8744143309520916E-4
6	19.html.txt	1	0.9742063301271008	0	0.025469396655665055	2	3.242732172340895E-4
7	18.html.txt	1	0.773821011182772	0	0.225960867577993	2	2.1812123923488534E-4
8	1.html.txt	1	0.9603465819397821	0	0.03940112159229348	2	2.52296467924366E-4
9	0.html.txt	1	0.9782257863409635	0	0.021500472297270208	2	2.7374136176631675E-4
10	Taliban_abducts_Indian_engineer$AAA$.html.txt	1	0.9992052834070707	2	4.147565909866349E-4	0	3.799600019425597E-4
11	50.html.txt	2	0.9107263270672824	1	0.08888537850838145	0	3.8829442433605096E-4
12	51.html.txt	1	0.9995002615392067	2	2.608097304468989E-4	0	2.3892873034641056E-4
13	27.html.txt	2	0.9301560541791755	1	0.06960007981486876	0	2.4386600595578342E-4
14	26.html.txt	2	0.9736017087336676	1	0.025578343611476075	0	8.199476548563789E-4
15	Australian_women_win_VISA_Water_Polo_International$AAA$.html.txt	1	0.8621722203640182	0	0.1376234942982042	2	2.042853377775779E-4
16	Wikinews_interviews_former_Matilda_s_player_Sarah_Walsh_about_Australian_women_s_soccer$AAA$.html.txt	1	0.6597814478918161	0	0.3400602810357336	2	1.5827107245028945E-4
17	Suspect_in_Georgia_courtroom_slayings_caught$AAA$.html.txt	1	0.9945529022095004	0	0.0052511007946549745	2	1.9599699584460357E-4
18	American_children_s_show_Reading_Rainbow_ends_26_year_run$AAA$.html.txt	1	0.6114017617982825	0	0.3883776266881807	2	2.2061151353687416E-4
19	47.html.txt	1	0.704996076321824	2	0.2949045238022109	0	9.93998759649955E-5
20	46.html.txt	1	0.7085363287748792	0	0.2913357786298613	2	1.2789259525937424E-4
21	Microsoft_patent_to_make_ads_disable_computer$AAA$.html.txt	1	0.7183423782308386	2	0.2813957154658411	0	2.619063033204743E-4
22	Boy_Scout_missing_in_North_Carolina__U.S.A.$AAA$.html.txt	1	0.9993217483454974	2	3.5397441874932825E-4	0	3.2427723575330765E-4
23	Charity_haircuts_and_collaborative_art_at_spring_festival_in_Cambridge__Massachusetts$AAA$.html.txt	1	0.8686863445530366	0	0.06807404819262934	2	0.063239607254334
24	30.html.txt	1	0.5751946268076575	0	0.25560068913346873	2	0.16920468405887368
25	31.html.txt	2	0.9923074878872131	1	0.00574492968427544	0	0.0019475824285114232
26	China_sentences_dissident_to_eleven_years_in_prison$AAA$.html.txt	1	0.9997835910463386	2	1.1294219936788267E-4	0	1.0346675429348514E-4
27	Court_finds_random_bag_searches_in_NYC_subway_constitutional$AAA$.html.txt	1	0.9946612059936	0	0.005146693987833642	2	1.9210001856632728E-4
28	Virginia_man_arrested_for_plotting_to_bomb_Washington_DC_metro$AAA$.html.txt	1	0.9996064880213352	2	2.0537093126722614E-4	0	1.8814104739749648E-4
29	40.html.txt	2	0.9862613917050438	1	0.010260281356350374	0	0.0034783269386057937
30	41.html.txt	2	0.9349741432101558	1	0.06474302785719567	0	2.828289326484917E-4
31	World_climate_conference_in_Nairobi$AAA$.html.txt	1	0.9996166732130111	2	2.0005535661385288E-4	0	1.832714303750955E-4
32	Germaine_Greer_gives_Cardiff_University_oration_despite_campaign_to_prevent_lecture$AAA$.html.txt	1	0.6281021485065191	2	0.37172010088321067	0	1.7775061027025914E-4
33	FDA_says_Coca-Cola_s_Diet_Coke_Plus_is_misbranded$AAA$.html.txt	1	0.5705211694583958	2	0.42936542074901074	0	1.1340979259333993E-4
34	37.html.txt	2	0.9706748431057098	1	0.02199332763724016	0	0.007331829257050002
35	36.html.txt	1	0.9996652003111821	2	1.747294303818044E-4	0	1.600702584360669E-4
36	Scores_killed_in_bombings_at_Pakistani_shrine$AAA$.html.txt	1	0.9995957468041143	2	2.1097669145548226E-4	0	1.9327650443014423E-4
37	La_La_Land_receives_record-equalling_fourteen_Oscar_nominations__Hacksaw_Ridge_gets_six$AAA$.html.txt	2	0.7132543841999284	1	0.2866481317841072	0	9.748401596432847E-5
38	14.html.txt	0	0.9923372387160484	1	0.007605181383054909	2	5.757990089674324E-5
39	15.html.txt	0	0.813018651625088	1	0.18688255359925693	2	9.879477565506313E-5
40	63.html.txt	2	0.9996741723594678	1	2.433349283830142E-4	0	8.24927121491157E-5
41	62.html.txt	1	0.9764172334260562	0	0.023492297620051186	2	9.04689538925688E-5
42	Scottish_Ebola_nurse_Pauline_Cafferkey__critically_ill__says_Royal_Free_Hospital$AAA$.html.txt	0	0.662369767031206	1	0.33747698281865435	2	1.5325015013967902E-4
43	Former_U.S._National_Security_Advisor_Zbigniew_Brzezinski_dies_aged_89$AAA$.html.txt	1	0.9605215521854578	2	0.03933970532907766	0	1.3874248546461167E-4
44	Charles_Kennedy__former_Liberal_Democrats_leader__dies_aged_55$AAA$.html.txt	1	0.9969240645252306	0	0.0029652574337915784	2	1.1067804097773267E-4
45	57.html.txt	1	0.9997803819306396	2	1.1461701262740382E-4	0	1.0500105673296484E-4
